date,balance,daily_return
2024-09-11,10078.734738622461,0.0
2024-09-12,10078.734738622461,0.0
2024-09-13,10078.734738622461,0.0
2024-09-14,10078.734738622461,0.0
2024-09-15,10078.734738622461,0.0
2024-09-16,10078.734738622461,0.0
2024-09-17,10078.734738622461,0.0
2024-09-18,10078.734738622461,0.0
2024-09-19,10078.734738622461,0.0
2024-09-20,10078.734738622461,0.0
2024-09-21,10078.734738622461,0.0
2024-09-22,10078.734738622461,0.0
2024-09-23,10078.734738622461,0.0
2024-09-24,10078.734738622461,0.0
2024-09-25,10078.734738622461,0.0
2024-09-26,10078.734738622461,0.0
2024-09-27,10078.734738622461,0.0
2024-09-28,10078.734738622461,0.0
2024-09-29,10078.734738622461,0.0
2024-09-30,10078.734738622461,0.0
2024-10-01,10078.734738622461,0.0
2024-10-02,10078.734738622461,0.0
2024-10-03,10078.734738622461,0.0
2024-10-04,10078.734738622461,0.0
2024-10-05,10078.734738622461,0.0
2024-10-06,10078.734738622461,0.0
2024-10-07,10078.734738622461,0.0
2024-10-08,10078.734738622461,0.0
2024-10-09,10078.734738622461,0.0
2024-10-10,10078.734738622461,0.0
2024-10-11,10078.734738622461,0.0
2024-10-12,10078.734738622461,0.0
2024-10-13,10078.734738622461,0.0
2024-10-14,10078.734738622461,0.0
2024-10-15,10078.734738622461,0.0
2024-10-16,10078.734738622461,0.0
2024-10-17,10078.734738622461,0.0
2024-10-18,10078.734738622461,0.0
2024-10-19,10078.734738622461,0.0
2024-10-20,10078.734738622461,0.0
2024-10-21,10078.734738622461,0.0
2024-10-22,10078.734738622461,0.0
2024-10-23,10078.734738622461,0.0
2024-10-24,10078.734738622461,0.0
2024-10-25,10078.734738622461,0.0
2024-10-26,10078.734738622461,0.0
2024-10-27,10078.734738622461,0.0
2024-10-28,10078.734738622461,0.0
2024-10-29,10078.734738622461,0.0
2024-10-30,10078.734738622461,0.0
2024-10-31,10078.734738622461,0.0
2024-11-01,10078.734738622461,0.0
2024-11-02,10078.734738622461,0.0
2024-11-03,10078.734738622461,0.0
2024-11-04,10078.734738622461,0.0
2024-11-05,10078.734738622461,0.0
2024-11-06,10078.734738622461,0.0
2024-11-07,10078.734738622461,0.0
2024-11-08,10078.734738622461,0.0
2024-11-09,10078.734738622461,0.0
2024-11-10,10078.734738622461,0.0
2024-11-11,10078.734738622461,0.0
2024-11-12,10078.734738622461,0.0
2024-11-13,10078.734738622461,0.0
2024-11-14,10078.624556784824,-1.0932110080741353e-05
2024-11-15,10079.037211242854,4.0943529119985556e-05
2024-11-16,10079.474674785892,4.340330667185199e-05
2024-11-17,10079.474674785892,0.0
2024-11-18,10079.474674785892,0.0
2024-11-19,10079.474674785892,0.0
2024-11-20,10079.474674785892,0.0
2024-11-21,10079.474674785892,0.0
2024-11-22,10079.650944536452,1.7487989825593075e-05
2024-11-23,10078.939204331376,-7.061159250376647e-05
2024-11-24,10078.939204331376,0.0
2024-11-25,10078.939204331376,0.0
2024-11-26,10078.939204331376,0.0
2024-11-27,10078.939204331376,0.0
2024-11-28,10078.939204331376,0.0
2024-11-29,10078.939204331376,0.0
2024-11-30,10078.363936258256,-5.7076251920751275e-05
2024-12-01,10078.363936258256,0.0
2024-12-02,10078.363936258256,0.0
2024-12-03,10078.363936258256,0.0
2024-12-04,10078.363936258256,0.0
2024-12-05,10078.363936258256,0.0
2024-12-06,10078.363936258256,0.0
2024-12-07,10078.363936258256,0.0
2024-12-08,10078.363936258256,0.0
2024-12-09,10085.44007016572,0.000702111369684344
2024-12-10,10085.375708024561,-6.381688920864548e-06
2024-12-11,10085.375708024561,0.0
2024-12-12,10085.406065327352,3.0100319183823387e-06
2024-12-13,10085.406065327352,0.0
2024-12-14,10085.406065327352,0.0
2024-12-15,10085.406065327352,0.0
2024-12-16,10085.406065327352,0.0
2024-12-17,10085.406065327352,0.0
2024-12-18,10085.406065327352,0.0
2024-12-19,10085.406065327352,0.0
2024-12-20,10085.406065327352,0.0
2024-12-21,10085.406065327352,0.0
2024-12-22,10085.406065327352,0.0
2024-12-23,10085.406065327352,0.0
2024-12-24,10085.406065327352,0.0
2024-12-25,10085.406065327352,0.0
2024-12-26,10085.406065327352,0.0
2024-12-27,10085.406065327352,0.0
2024-12-28,10085.406065327352,0.0
2024-12-29,10085.406065327352,0.0
2024-12-30,10085.406065327352,0.0
2024-12-31,10085.406065327352,0.0
2025-01-01,10085.406065327352,0.0
2025-01-02,10085.406065327352,0.0
2025-01-03,10085.406065327352,0.0
2025-01-04,10085.406065327352,0.0
2025-01-05,10085.406065327352,0.0
2025-01-06,10085.406065327352,0.0
2025-01-07,10085.406065327352,0.0
2025-01-08,10085.406065327352,0.0
2025-01-09,10085.406065327352,0.0
2025-01-10,10085.406065327352,0.0
